feature,weight
nlp:tfidf__form -1/-1 counter,0.0
nlp:tfidf__gain control creatur,0.0
nlp:tfidf__gain 5 life,0.0
nlp:tfidf__gain 4 life,0.0
nlp:tfidf__gain 3 life,0.0
nlp:tfidf__gain 2 life,0.0
nlp:tfidf__four card your,0.0
nlp:tfidf__four card type,0.0
nlp:tfidf__four card .,0.0
nlp:tfidf__four +1/+1 counter,0.0
nlp:tfidf__form poison counter,0.0
nlp:tfidf__graveyard hand librari,0.0
nlp:tfidf__graveyard top your,0.0
nlp:tfidf__graveyard you may,0.0
nlp:tfidf__instead . you,0.0
nlp:tfidf__knight creatur token,0.0
nlp:tfidf__kick enter battlefield,0.0
nlp:tfidf__islandwalk ( creatur,0.0
nlp:tfidf__island you control,0.0
nlp:tfidf__island . ),0.0
nlp:tfidf__island . &,0.0
nlp:tfidf__investig . (,0.0
nlp:tfidf__intimid ( creatur,0.0
nlp:tfidf__instead tap remov,0.0
nlp:tfidf__instead put owner,0.0
nlp:tfidf__instead . &,0.0
nlp:tfidf__land . &,0.0
nlp:tfidf__instant sorceri spell,0.0
nlp:tfidf__instant sorceri card,0.0
nlp:tfidf__instant and/or sorceri,0.0
nlp:tfidf__instant . ),0.0
nlp:tfidf__instanc target each,0.0
nlp:tfidf__inspir whenev cardnam,0.0
nlp:tfidf__insect creatur token,0.0
nlp:tfidf__infect ( creatur,0.0
nlp:tfidf__indestruct end turn,0.0
nlp:tfidf__indestruct & long,0.0
nlp:tfidf__land & enchant,0.0
nlp:tfidf__land . otherwis,0.0
nlp:tfidf__graveyard your hand,0.0
nlp:tfidf__least tough among,0.0
nlp:tfidf__less put onto,0.0
nlp:tfidf__less equal number,0.0
nlp:tfidf__less can't block,0.0
nlp:tfidf__less . you,0.0
nlp:tfidf__less . &,0.0
nlp:tfidf__legendari saga histor,0.0
nlp:tfidf__leav battlefield return,0.0
nlp:tfidf__leav battlefield exil,0.0
nlp:tfidf__leav battlefield .,0.0
nlp:tfidf__least two creatur,0.0
nlp:tfidf__later turn foretel,0.0
nlp:tfidf__land card .,0.0
nlp:tfidf__last upkeep sacrific,0.0
nlp:tfidf__last remov cast,0.0
nlp:tfidf__landfal whenev land,0.0
nlp:tfidf__land {t} :,0.0
nlp:tfidf__land type among,0.0
nlp:tfidf__land tap mana,0.0
nlp:tfidf__land enter battlefield,0.0
nlp:tfidf__land cast spell,0.0
nlp:tfidf__land card put,0.0
nlp:tfidf__land card among,0.0
nlp:tfidf__imprint cardnam enter,0.0
nlp:tfidf__iii . ),0.0
nlp:tfidf__human you control,0.0
nlp:tfidf__hand . activ,0.0
nlp:tfidf__hand onto battlefield,0.0
nlp:tfidf__hand librari shuffl,0.0
nlp:tfidf__hand land .,0.0
nlp:tfidf__hand face .,0.0
nlp:tfidf__hand exil resolv,0.0
nlp:tfidf__hand discard card,0.0
nlp:tfidf__hand begin next,0.0
nlp:tfidf__hand : put,0.0
nlp:tfidf__hand . shuffl,0.0
nlp:tfidf__hand . put,0.0
nlp:tfidf__hand . (,0.0
nlp:tfidf__human soldier creatur,0.0
nlp:tfidf__hand . &,0.0
nlp:tfidf__group . ani,0.0
nlp:tfidf__green wolf creatur,0.0
nlp:tfidf__green saprol creatur,0.0
nlp:tfidf__green insect creatur,0.0
nlp:tfidf__green elf warrior,0.0
nlp:tfidf__green creatur you,0.0
nlp:tfidf__greatest power among,0.0
nlp:tfidf__greater enter battlefield,0.0
nlp:tfidf__greater . &,0.0
nlp:tfidf__hand pay splice,0.0
nlp:tfidf__hand resolv .,0.0
nlp:tfidf__hand rest bottom,0.0
nlp:tfidf__hand rest your,0.0
nlp:tfidf__horsemanship ( creatur,0.0
nlp:tfidf__highest convert mana,0.0
nlp:tfidf__higher convert mana,0.0
nlp:tfidf__hexproof end turn,0.0
nlp:tfidf__hexproof . (,0.0
nlp:tfidf__hexproof ( creatur,0.0
nlp:tfidf__heroic whenev you,0.0
nlp:tfidf__help cast spell,0.0
nlp:tfidf__hast return battlefield,0.0
nlp:tfidf__hast end turn,0.0
nlp:tfidf__hast . still,0.0
nlp:tfidf__hast . sacrific,0.0
nlp:tfidf__hast . exil,0.0
nlp:tfidf__hast . ),0.0
nlp:tfidf__hast ( creatur,0.0
nlp:tfidf__hast & whenev,0.0
nlp:tfidf__hast & cardnam,0.0
nlp:tfidf__hast & begin,0.0
nlp:tfidf__hand without pay,0.0
nlp:tfidf__hand tap attack,0.0
nlp:tfidf__hand size .,0.0
nlp:tfidf__flank block creatur,0.0
nlp:tfidf__flank ( whenev,0.0
nlp:tfidf__five card your,0.0
nlp:tfidf__each spell cast,0.0
nlp:tfidf__element creatur token,0.0
nlp:tfidf__element creatur hast,0.0
nlp:tfidf__eldrazi scion creatur,0.0
nlp:tfidf__either enter battlefield,0.0
nlp:tfidf__effect say destroy,0.0
nlp:tfidf__effect last indefinit,0.0
nlp:tfidf__echo cost .,0.0
nlp:tfidf__each two target,0.0
nlp:tfidf__each turn .,0.0
nlp:tfidf__each target beyond,0.0
nlp:tfidf__each player vote,0.0
nlp:tfidf__enchant . &,0.0
nlp:tfidf__each player upkeep,0.0
nlp:tfidf__each player sacrific,0.0
nlp:tfidf__each player return,0.0
nlp:tfidf__each player mill,0.0
nlp:tfidf__each player may,0.0
nlp:tfidf__each player lose,0.0
nlp:tfidf__each player discard,0.0
nlp:tfidf__each player .,0.0
nlp:tfidf__each oppon you,0.0
nlp:tfidf__each oppon upkeep,0.0
nlp:tfidf__elf warrior creatur,0.0
nlp:tfidf__enchant . you,0.0
nlp:tfidf__end step would,0.0
nlp:tfidf__enchant creatur you,0.0
nlp:tfidf__end step each,0.0
nlp:tfidf__end step creatur,0.0
nlp:tfidf__end step cardnam,0.0
nlp:tfidf__end step .,0.0
nlp:tfidf__enchant you control,0.0
nlp:tfidf__enchant perman &,0.0
nlp:tfidf__enchant land {t},0.0
nlp:tfidf__enchant land &,0.0
nlp:tfidf__enchant enter battlefield,0.0
nlp:tfidf__enchant creatur {t},0.0
nlp:tfidf__enchant creatur untap,0.0
nlp:tfidf__enchant artifact &,0.0
nlp:tfidf__enchant creatur protect,0.0
nlp:tfidf__enchant creatur fli,0.0
nlp:tfidf__enchant creatur deal,0.0
nlp:tfidf__enchant creatur control,0.0
nlp:tfidf__enchant creatur can't,0.0
nlp:tfidf__enchant creatur becom,0.0
nlp:tfidf__enchant creatur attack,0.0
nlp:tfidf__enchant creatur .,0.0
nlp:tfidf__enchant cardnam becom,0.0
nlp:tfidf__enchant card your,0.0
nlp:tfidf__each oppon sacrific,0.0
nlp:tfidf__each oppon lose,0.0
nlp:tfidf__each oppon discard,0.0
nlp:tfidf__discard x card,0.0
nlp:tfidf__draw step add,0.0
nlp:tfidf__draw mani card,0.0
nlp:tfidf__draw card discard,0.0
nlp:tfidf__draw card begin,0.0
nlp:tfidf__dragon creatur token,0.0
nlp:tfidf__doubl strike end,0.0
nlp:tfidf__done activ mana,0.0
nlp:tfidf__divid you choos,0.0
nlp:tfidf__divid creatur combat,0.0
nlp:tfidf__discard your hand,0.0
nlp:tfidf__discard land card,0.0
nlp:tfidf__each oppon creat,0.0
nlp:tfidf__discard exil .,0.0
nlp:tfidf__discard creatur card,0.0
nlp:tfidf__discard cardnam :,0.0
nlp:tfidf__discard card you,0.0
nlp:tfidf__discard card random,0.0
nlp:tfidf__discard card each,0.0
nlp:tfidf__discard card discard,0.0
nlp:tfidf__discard card :,0.0
nlp:tfidf__die you may,0.0
nlp:tfidf__die you gain,0.0
nlp:tfidf__draw two card,0.0
nlp:tfidf__draw x card,0.0
nlp:tfidf__each age counter,0.0
nlp:tfidf__each anoth counter,0.0
nlp:tfidf__each oppon .,0.0
nlp:tfidf__each kind alreadi,0.0
nlp:tfidf__each equal number,0.0
nlp:tfidf__each end step,0.0
nlp:tfidf__each deal damag,0.0
nlp:tfidf__each creatur your,0.0
nlp:tfidf__each creatur without,0.0
nlp:tfidf__each creatur player,0.0
nlp:tfidf__each creatur fli,0.0
nlp:tfidf__each creatur each,0.0
nlp:tfidf__each creatur card,0.0
nlp:tfidf__each creatur block,0.0
nlp:tfidf__each creatur .,0.0
nlp:tfidf__each combat abl,0.0
nlp:tfidf__each color mana,0.0
nlp:tfidf__each cleric rogu,0.0
nlp:tfidf__each clash player,0.0
nlp:tfidf__each charg counter,0.0
nlp:tfidf__each card your,0.0
nlp:tfidf__each card you,0.0
nlp:tfidf__each attack creatur,0.0
nlp:tfidf__end step sacrific,0.0
nlp:tfidf__end turn can't,0.0
nlp:tfidf__five +1/+1 counter,0.0
nlp:tfidf__exil card bottom,0.0
nlp:tfidf__exil target creatur,0.0
nlp:tfidf__exil target card,0.0
nlp:tfidf__exil target artifact,0.0
nlp:tfidf__exil resolv .,0.0
nlp:tfidf__exil instead put,0.0
nlp:tfidf__exil creatur card,0.0
nlp:tfidf__exil cardnam your,0.0
nlp:tfidf__exil cardnam :,0.0
nlp:tfidf__exil cardnam .,0.0
nlp:tfidf__exil card top,0.0
nlp:tfidf__exil card battlefield,0.0
nlp:tfidf__exil three time,0.0
nlp:tfidf__exil card .,0.0
nlp:tfidf__exil begin next,0.0
nlp:tfidf__exil anoth target,0.0
nlp:tfidf__exil . you,0.0
nlp:tfidf__exil . player,0.0
nlp:tfidf__exert creatur untap,0.0
nlp:tfidf__exert cardnam attack,0.0
nlp:tfidf__excess combat damag,0.0
nlp:tfidf__except two creatur,0.0
nlp:tfidf__except creatur horsemanship,0.0
nlp:tfidf__exil target nonland,0.0
nlp:tfidf__exil top card,0.0
nlp:tfidf__end turn cardnam,0.0
nlp:tfidf__fear end turn,0.0
nlp:tfidf__first-strike regular combat,0.0
nlp:tfidf__first time each,0.0
nlp:tfidf__first strike vigil,0.0
nlp:tfidf__first strike trampl,0.0
nlp:tfidf__first strike .,0.0
nlp:tfidf__first strike (,0.0
nlp:tfidf__first card you,0.0
nlp:tfidf__first . ),0.0
nlp:tfidf__first . &,0.0
nlp:tfidf__fight target creatur,0.0
nlp:tfidf__fear ( creatur,0.0
nlp:tfidf__exil two card,0.0
nlp:tfidf__fade counter .,0.0
nlp:tfidf__face ani time,0.0
nlp:tfidf__face 2/2 creatur,0.0
nlp:tfidf__face . cast,0.0
nlp:tfidf__face . &,0.0
nlp:tfidf__extra turn one,0.0
nlp:tfidf__explor . (,0.0
nlp:tfidf__exil your graveyard,0.0
nlp:tfidf__exil without pay,0.0
nlp:tfidf__exil two target,0.0
nlp:tfidf__except creatur fli,0.0
nlp:tfidf__except artifact creatur,0.0
nlp:tfidf__exalt ( whenev,0.0
nlp:tfidf__enter battlefield copi,0.0
nlp:tfidf__enter battlefield return,0.0
nlp:tfidf__enter battlefield put,0.0
nlp:tfidf__enter battlefield oppon,0.0
nlp:tfidf__enter battlefield mill,0.0
nlp:tfidf__enter battlefield look,0.0
nlp:tfidf__enter battlefield four,0.0
nlp:tfidf__enter battlefield exil,0.0
nlp:tfidf__enter battlefield draw,0.0
nlp:tfidf__enter battlefield deal,0.0
nlp:tfidf__enter battlefield creatur,0.0
nlp:tfidf__enter battlefield control,0.0
nlp:tfidf__evok cost .,0.0
nlp:tfidf__enter battlefield choos,0.0
nlp:tfidf__enter battlefield attack,0.0
nlp:tfidf__enter battlefield attach,0.0
nlp:tfidf__enter battlefield addit,0.0
nlp:tfidf__enrag whenev cardnam,0.0
nlp:tfidf__enough destroy .,0.0
nlp:tfidf__energi counter ),0.0
nlp:tfidf__end turn you,0.0
nlp:tfidf__end turn target,0.0
nlp:tfidf__end turn creatur,0.0
nlp:tfidf__enter battlefield reveal,0.0
nlp:tfidf__enter battlefield scri,0.0
nlp:tfidf__enter battlefield search,0.0
nlp:tfidf__enter battlefield three,0.0
nlp:tfidf__everi creatur type,0.0
nlp:tfidf__equip {3} (,0.0
nlp:tfidf__equip {2} (,0.0
nlp:tfidf__equip {1} (,0.0
nlp:tfidf__equip sorceri .,0.0
nlp:tfidf__equip creatur get,0.0
nlp:tfidf__equip creatur deal,0.0
nlp:tfidf__equip creatur attack,0.0
nlp:tfidf__equal your devot,0.0
nlp:tfidf__equal sacrif creatur,0.0
nlp:tfidf__equal power target,0.0
nlp:tfidf__equal number land,0.0
nlp:tfidf__equal life lost,0.0
nlp:tfidf__equal convert mana,0.0
nlp:tfidf__equal card power,0.0
nlp:tfidf__equal card convert,0.0
nlp:tfidf__enter your draw,0.0
nlp:tfidf__enter battlefield your,0.0
nlp:tfidf__enter battlefield untap,0.0
nlp:tfidf__enter battlefield unattach,0.0
nlp:tfidf__enter battlefield two,0.0
nlp:tfidf__level counter .,0.0
nlp:tfidf__librari . &,0.0
nlp:tfidf__rest top ani,0.0
nlp:tfidf__perman you control,0.0
nlp:tfidf__play addit land,0.0
nlp:tfidf__planeswalk you control,0.0
nlp:tfidf__planeswalk attack .,0.0
nlp:tfidf__planeswalk . &,0.0
nlp:tfidf__phase you untap,0.0
nlp:tfidf__phase treat though,0.0
nlp:tfidf__phase addit combat,0.0
nlp:tfidf__phase . (,0.0
nlp:tfidf__persist ( creatur,0.0
nlp:tfidf__perman you get,0.0
nlp:tfidf__perman sacrific unless,0.0
nlp:tfidf__play top card,0.0
nlp:tfidf__perman owner hand,0.0
nlp:tfidf__perman oppon control,0.0
nlp:tfidf__perman enter battlefield,0.0
nlp:tfidf__perman convert mana,0.0
nlp:tfidf__perman card your,0.0
nlp:tfidf__perman card convert,0.0
nlp:tfidf__perman and/or player,0.0
nlp:tfidf__pay {x} .,0.0
nlp:tfidf__pay {e} {e},0.0
nlp:tfidf__pay {3} .,0.0
nlp:tfidf__play land cast,0.0
nlp:tfidf__player . &,0.0
nlp:tfidf__pay {2} .,0.0
nlp:tfidf__player exil card,0.0
nlp:tfidf__player may activ,0.0
nlp:tfidf__player lose 3,0.0
nlp:tfidf__player lose 2,0.0
nlp:tfidf__player lose 1,0.0
nlp:tfidf__player librari .,0.0
nlp:tfidf__player graveyard .,0.0
nlp:tfidf__player give each,0.0
nlp:tfidf__player gain control,0.0
nlp:tfidf__player form poison,0.0
nlp:tfidf__player exil top,0.0
nlp:tfidf__player equal number,0.0
nlp:tfidf__player can't cast,0.0
nlp:tfidf__player draw two,0.0
nlp:tfidf__player draw card,0.0
nlp:tfidf__player discard two,0.0
nlp:tfidf__player discard card,0.0
nlp:tfidf__player control untap,0.0
nlp:tfidf__player control swamp,0.0
nlp:tfidf__player control mountain,0.0
nlp:tfidf__player control island,0.0
nlp:tfidf__player control forest,0.0
nlp:tfidf__player cast spell,0.0
nlp:tfidf__pay {2} exil,0.0
nlp:tfidf__pay {1} one,0.0
nlp:tfidf__librari . (,0.0
nlp:tfidf__oppon lose life,0.0
nlp:tfidf__owner control +1/+1,0.0
nlp:tfidf__overload cost .,0.0
nlp:tfidf__otherwis put +1/+1,0.0
nlp:tfidf__order . ),0.0
nlp:tfidf__order . &,0.0
nlp:tfidf__oppon you may,0.0
nlp:tfidf__oppon turn abl,0.0
nlp:tfidf__oppon sacrific creatur,0.0
nlp:tfidf__oppon reveal hand,0.0
nlp:tfidf__oppon lost life,0.0
nlp:tfidf__oppon lose 3,0.0
nlp:tfidf__owner control .,0.0
nlp:tfidf__oppon lose 2,0.0
nlp:tfidf__oppon lose 1,0.0
nlp:tfidf__oppon draw card,0.0
nlp:tfidf__oppon discard two,0.0
nlp:tfidf__oppon discard card,0.0
nlp:tfidf__oppon dealt damag,0.0
nlp:tfidf__oppon creat token,0.0
nlp:tfidf__oppon control you,0.0
nlp:tfidf__oppon control get,0.0
nlp:tfidf__oppon control caus,0.0
nlp:tfidf__owner control -1/-1,0.0
nlp:tfidf__owner control begin,0.0
nlp:tfidf__pay {1} each,0.0
nlp:tfidf__pay 2 life,0.0
nlp:tfidf__pay upkeep cost,0.0
nlp:tfidf__pay splice cost,0.0
nlp:tfidf__pay entwin cost,0.0
nlp:tfidf__pay echo cost,0.0
nlp:tfidf__pay ani amount,0.0
nlp:tfidf__pay addit {4},0.0
nlp:tfidf__pay addit {3},0.0
nlp:tfidf__pay addit {2},0.0
nlp:tfidf__pay addit {1},0.0
nlp:tfidf__pay 3 life,0.0
nlp:tfidf__pay 1 life,0.0
nlp:tfidf__owner graveyard .,0.0
nlp:tfidf__partner ( you,0.0
nlp:tfidf__parti consist one,0.0
nlp:tfidf__parti . (,0.0
nlp:tfidf__pair long you,0.0
nlp:tfidf__pair creatur anoth,0.0
nlp:tfidf__pair anoth creatur,0.0
nlp:tfidf__paid one mana,0.0
nlp:tfidf__owner librari .,0.0
nlp:tfidf__owner hand begin,0.0
nlp:tfidf__owner hand :,0.0
nlp:tfidf__player may pay,0.0
nlp:tfidf__player may put,0.0
nlp:tfidf__player mill four,0.0
nlp:tfidf__put spore counter,0.0
nlp:tfidf__rather cast card,0.0
nlp:tfidf__random order .,0.0
nlp:tfidf__raid cardnam enter,0.0
nlp:tfidf__put your hand,0.0
nlp:tfidf__put x +1/+1,0.0
nlp:tfidf__put two +1/+1,0.0
nlp:tfidf__put top card,0.0
nlp:tfidf__put three +1/+1,0.0
nlp:tfidf__put target non-human,0.0
nlp:tfidf__put target creatur,0.0
nlp:tfidf__put rest your,0.0
nlp:tfidf__reach & cardnam,0.0
nlp:tfidf__put rest bottom,0.0
nlp:tfidf__put owner graveyard,0.0
nlp:tfidf__put oppon graveyard,0.0
nlp:tfidf__put one your,0.0
nlp:tfidf__put one card,0.0
nlp:tfidf__put number +1/+1,0.0
nlp:tfidf__put mani +1/+1,0.0
nlp:tfidf__put level counter,0.0
nlp:tfidf__put land card,0.0
nlp:tfidf__put graveyard battlefield,0.0
nlp:tfidf__rather pay spell,0.0
nlp:tfidf__reach ( creatur,0.0
nlp:tfidf__player mill three,0.0
nlp:tfidf__remov charg counter,0.0
nlp:tfidf__rest game .,0.0
nlp:tfidf__rest bottom your,0.0
nlp:tfidf__resolv . begin,0.0
nlp:tfidf__resolv . ),0.0
nlp:tfidf__repres colorless mana,0.0
nlp:tfidf__replac instanc target,0.0
nlp:tfidf__remov time counter,0.0
nlp:tfidf__remov three spore,0.0
nlp:tfidf__remov fade counter,0.0
nlp:tfidf__remov damag remov,0.0
nlp:tfidf__remov cast without,0.0
nlp:tfidf__reach . ),0.0
nlp:tfidf__remov -1/-1 counter,0.0
nlp:tfidf__remov +1/+1 counter,0.0
nlp:tfidf__remain pair long,0.0
nlp:tfidf__regular combat damag,0.0
nlp:tfidf__regener cardnam .,0.0
nlp:tfidf__regener . &,0.0
nlp:tfidf__red goblin creatur,0.0
nlp:tfidf__red element creatur,0.0
nlp:tfidf__red dragon creatur,0.0
nlp:tfidf__rebound ( you,0.0
nlp:tfidf__put graveyard anywher,0.0
nlp:tfidf__put four +1/+1,0.0
nlp:tfidf__put exil card,0.0
nlp:tfidf__player reveal top,0.0
nlp:tfidf__power 2 less,0.0
nlp:tfidf__power . ),0.0
nlp:tfidf__power . &,0.0
nlp:tfidf__poison counter .,0.0
nlp:tfidf__plus abil .,0.0
nlp:tfidf__player you may,0.0
nlp:tfidf__player win card,0.0
nlp:tfidf__player upkeep cardnam,0.0
nlp:tfidf__player shuffl librari,0.0
nlp:tfidf__player sacrific creatur,0.0
nlp:tfidf__player reveal hand,0.0
nlp:tfidf__put charg counter,0.0
nlp:tfidf__player renown put,0.0
nlp:tfidf__player put card,0.0
nlp:tfidf__player put +1/+1,0.0
nlp:tfidf__player player exil,0.0
nlp:tfidf__player player discard,0.0
nlp:tfidf__player planeswalk control,0.0
nlp:tfidf__player planeswalk attack,0.0
nlp:tfidf__player planeswalk .,0.0
nlp:tfidf__player mill x,0.0
nlp:tfidf__player mill two,0.0
nlp:tfidf__power 4 greater,0.0
nlp:tfidf__power 5 greater,0.0
nlp:tfidf__power among creatur,0.0
nlp:tfidf__power equal number,0.0
nlp:tfidf__put card top,0.0
nlp:tfidf__put card onto,0.0
nlp:tfidf__put card bottom,0.0
nlp:tfidf__put card back,0.0
nlp:tfidf__put back ani,0.0
nlp:tfidf__put ani number,0.0
nlp:tfidf__put age counter,0.0
nlp:tfidf__put -1/-1 counter,0.0
nlp:tfidf__prowess ( whenev,0.0
nlp:tfidf__protect color your,0.0
nlp:tfidf__protect black &,0.0
nlp:tfidf__prolifer . (,0.0
nlp:tfidf__prevent next 3,0.0
nlp:tfidf__prevent next 2,0.0
nlp:tfidf__prevent next 1,0.0
nlp:tfidf__prevent damag would,0.0
nlp:tfidf__prevent damag .,0.0
nlp:tfidf__prevent combat damag,0.0
nlp:tfidf__power tough end,0.0
nlp:tfidf__power tough each,0.0
nlp:tfidf__power tough creatur,0.0
nlp:tfidf__oppon control cardnam,0.0
nlp:tfidf__oppon control .,0.0
nlp:tfidf__oppon cast spell,0.0
nlp:tfidf__lose life equal,0.0
nlp:tfidf__mana ani type,0.0
nlp:tfidf__mana ani one,0.0
nlp:tfidf__mana ani combin,0.0
nlp:tfidf__mana ani color,0.0
nlp:tfidf__mana abil pay,0.0
nlp:tfidf__mana abil can't,0.0
nlp:tfidf__mana abil .,0.0
nlp:tfidf__mad cost put,0.0
nlp:tfidf__lost life turn,0.0
nlp:tfidf__lose x life,0.0
nlp:tfidf__lose fli end,0.0
nlp:tfidf__mana cost 3,0.0
nlp:tfidf__lose abil becom,0.0
nlp:tfidf__lose 3 life,0.0
nlp:tfidf__lose 2 life,0.0
nlp:tfidf__lose 1 life,0.0
nlp:tfidf__lore counter .,0.0
nlp:tfidf__look top x,0.0
nlp:tfidf__look top two,0.0
nlp:tfidf__look top three,0.0
nlp:tfidf__look top four,0.0
nlp:tfidf__look top five,0.0
nlp:tfidf__mana cost 2,0.0
nlp:tfidf__mana cost 4,0.0
nlp:tfidf__may destroy target,0.0
nlp:tfidf__mani card .,0.0
nlp:tfidf__may choos untap,0.0
nlp:tfidf__may choos new,0.0
nlp:tfidf__may cast without,0.0
nlp:tfidf__may cast instant,0.0
nlp:tfidf__may cast copi,0.0
nlp:tfidf__may cardnam enter,0.0
nlp:tfidf__may cardnam deal,0.0
nlp:tfidf__may activ abil,0.0
nlp:tfidf__masteri two instant,0.0
nlp:tfidf__manifest top card,0.0
nlp:tfidf__mani +1/+1 counter,0.0
nlp:tfidf__mana cost 6,0.0
nlp:tfidf__mana though mana,0.0
nlp:tfidf__mana snow perman,0.0
nlp:tfidf__mana creatur color,0.0
nlp:tfidf__mana cost x,0.0
nlp:tfidf__mana cost perman,0.0
nlp:tfidf__mana cost less,0.0
nlp:tfidf__mana cost equal,0.0
nlp:tfidf__mana cost creatur,0.0
nlp:tfidf__mana cost card,0.0
nlp:tfidf__mana cost among,0.0
nlp:tfidf__look top card,0.0
nlp:tfidf__long your turn,0.0
nlp:tfidf__long your devot,0.0
nlp:tfidf__librari creatur card,0.0
nlp:tfidf__librari you may,0.0
nlp:tfidf__librari you exil,0.0
nlp:tfidf__librari two basic,0.0
nlp:tfidf__librari shuffl .,0.0
nlp:tfidf__librari rest top,0.0
nlp:tfidf__librari random order,0.0
nlp:tfidf__librari put card,0.0
nlp:tfidf__librari put back,0.0
nlp:tfidf__librari put ani,0.0
nlp:tfidf__librari land card,0.0
nlp:tfidf__librari card put,0.0
nlp:tfidf__long spell stack,0.0
nlp:tfidf__librari card name,0.0
nlp:tfidf__librari artifact card,0.0
nlp:tfidf__librari ani order,0.0
nlp:tfidf__librari ani number,0.0
nlp:tfidf__librari and/or graveyard,0.0
nlp:tfidf__librari . put,0.0
nlp:tfidf__librari . land,0.0
nlp:tfidf__librari . end,0.0
nlp:tfidf__librari . creatur,0.0
nlp:tfidf__librari . ),0.0
nlp:tfidf__librari you reveal,0.0
nlp:tfidf__life . (,0.0
nlp:tfidf__life . ),0.0
nlp:tfidf__life . you,0.0
nlp:tfidf__long seven card,0.0
nlp:tfidf__long remain exil,0.0
nlp:tfidf__long oppon control,0.0
nlp:tfidf__long defend player,0.0
nlp:tfidf__long cardnam untap,0.0
nlp:tfidf__long cardnam remain,0.0
nlp:tfidf__long cardnam pair,0.0
nlp:tfidf__lifelink end turn,0.0
nlp:tfidf__lifelink . &,0.0
nlp:tfidf__lifelink ( damag,0.0
nlp:tfidf__lifelink & cardnam,0.0
nlp:tfidf__life you gain,0.0
nlp:tfidf__life x number,0.0
nlp:tfidf__life put +1/+1,0.0
nlp:tfidf__life equal number,0.0
nlp:tfidf__life equal life,0.0
nlp:tfidf__life equal damag,0.0
nlp:tfidf__life equal creatur,0.0
nlp:tfidf__life equal convert,0.0
nlp:tfidf__life each creatur,0.0
nlp:tfidf__life each card,0.0
nlp:tfidf__may creat 1/1,0.0
nlp:tfidf__may discard card,0.0
nlp:tfidf__oppon cast creatur,0.0
nlp:tfidf__nonland perman owner,0.0
nlp:tfidf__number instant sorceri,0.0
nlp:tfidf__number creatur you,0.0
nlp:tfidf__number creatur .,0.0
nlp:tfidf__number charg counter,0.0
nlp:tfidf__number card your,0.0
nlp:tfidf__number card player,0.0
nlp:tfidf__number card name,0.0
nlp:tfidf__number bottom your,0.0
nlp:tfidf__number +1/+1 counter,0.0
nlp:tfidf__nonland perman you,0.0
nlp:tfidf__nonland perman oppon,0.0
nlp:tfidf__number target creatur,0.0
nlp:tfidf__nonland perman .,0.0
nlp:tfidf__nonland card name,0.0
nlp:tfidf__nonland card cost,0.0
nlp:tfidf__nonland card .,0.0
nlp:tfidf__noncreatur spell creatur,0.0
nlp:tfidf__non-human creatur you,0.0
nlp:tfidf__next upkeep you,0.0
nlp:tfidf__next turn creatur,0.0
nlp:tfidf__next time sourc,0.0
nlp:tfidf__next time creatur,0.0
nlp:tfidf__number perman and/or,0.0
nlp:tfidf__number time you,0.0
nlp:tfidf__may exert cardnam,0.0
nlp:tfidf__one target creatur,0.0
nlp:tfidf__oppon can't cast,0.0
nlp:tfidf__oppon . you,0.0
nlp:tfidf__oppon . &,0.0
nlp:tfidf__onto battlefield tap,0.0
nlp:tfidf__onto battlefield shuffl,0.0
nlp:tfidf__onto battlefield face,0.0
nlp:tfidf__onto battlefield .,0.0
nlp:tfidf__one your hand,0.0
nlp:tfidf__one without attack,0.0
nlp:tfidf__one two three,0.0
nlp:tfidf__one mana snow,0.0
nlp:tfidf__number your graveyard,0.0
nlp:tfidf__one mana creatur,0.0
nlp:tfidf__one mana ani,0.0
nlp:tfidf__one each cleric,0.0
nlp:tfidf__one creat 0/0,0.0
nlp:tfidf__one both &,0.0
nlp:tfidf__one +1/+1 counter,0.0
nlp:tfidf__one & target,0.0
nlp:tfidf__one & put,0.0
nlp:tfidf__one & destroy,0.0
nlp:tfidf__one & cardnam,0.0
nlp:tfidf__next end step,0.0
nlp:tfidf__next 3 damag,0.0
nlp:tfidf__next 2 damag,0.0
nlp:tfidf__may play card,0.0
nlp:tfidf__may sacrific creatur,0.0
nlp:tfidf__may sacrific ani,0.0
nlp:tfidf__may reveal creatur,0.0
nlp:tfidf__may return cardnam,0.0
nlp:tfidf__may put quest,0.0
nlp:tfidf__may put land,0.0
nlp:tfidf__may put creatur,0.0
nlp:tfidf__may put card,0.0
nlp:tfidf__may put +1/+1,0.0
nlp:tfidf__may play land,0.0
nlp:tfidf__may play addit,0.0
nlp:tfidf__next 1 damag,0.0
nlp:tfidf__may pay {x},0.0
nlp:tfidf__may pay {w},0.0
nlp:tfidf__may pay {g},0.0
nlp:tfidf__may pay {e},0.0
nlp:tfidf__may pay {b},0.0
nlp:tfidf__may pay {2},0.0
nlp:tfidf__may pay {1},0.0
nlp:tfidf__may pair creatur,0.0
nlp:tfidf__may look top,0.0
nlp:tfidf__may gain 1,0.0
nlp:tfidf__may search librari,0.0
nlp:tfidf__may search your,0.0
nlp:tfidf__may spend mana,0.0
nlp:tfidf__may tap target,0.0
nlp:tfidf__name cardnam reveal,0.0
nlp:tfidf__name . &,0.0
nlp:tfidf__mutat creatur top,0.0
nlp:tfidf__mutat cost put,0.0
